Iteration,Time,Fitness,FEvals,Temperature,max_iters
141,0.01642782799899578,21.0,179.0,1,512
142,0.016553397988900542,21.0,181.0,1,512
143,0.01664899699972011,21.0,182.0,1,512
144,0.016732646006857976,21.0,184.0,1,512
145,0.016802188998553902,21.0,185.0,1,512
146,0.016870780993485823,21.0,186.0,1,512
147,0.01694970700191334,21.0,188.0,1,512
148,0.017018971993820742,21.0,189.0,1,512
149,0.017089868983021006,21.0,190.0,1,512
150,0.017160443007014692,21.0,191.0,1,512
151,0.017230363009730354,21.0,192.0,1,512
152,0.01731096298317425,21.0,194.0,1,512
153,0.017382396006723866,21.0,195.0,1,512
154,0.017453028995078057,21.0,196.0,1,512
155,0.017523608985356987,21.0,197.0,1,512
156,0.01760550099425018,21.0,199.0,1,512
157,0.017677235009614378,21.0,200.0,1,512
158,0.01775909398566,21.0,202.0,1,512
159,0.01783096298458986,21.0,203.0,1,512
160,0.01790976000484079,22.0,205.0,1,512
161,0.017981880984734744,22.0,206.0,1,512
162,0.01805392498499714,22.0,207.0,1,512
163,0.01813621900510043,22.0,209.0,1,512
164,0.0182093899929896,22.0,210.0,1,512
165,0.018292702006874606,22.0,211.0,1,512
166,0.018368685996392742,22.0,212.0,1,512
167,0.01844273100141436,22.0,213.0,1,512
168,0.01852633900125511,22.0,215.0,1,512
169,0.018600481998873875,22.0,216.0,1,512
170,0.01868497399846092,22.0,218.0,1,512
171,0.01878168899565935,22.0,220.0,1,512
172,0.018866002996219322,22.0,221.0,1,512
173,0.018943442992167547,22.0,222.0,1,512
174,0.019019298983039334,22.0,223.0,1,512
175,0.01909473998239264,22.0,224.0,1,512
176,0.019170129002304748,22.0,225.0,1,512
177,0.01924605100066401,22.0,226.0,1,512
178,0.019322157982969657,22.0,227.0,1,512
179,0.01942564098862931,22.0,228.0,1,512
180,0.019510499987518415,22.0,229.0,1,512
181,0.019588322000345215,22.0,230.0,1,512
182,0.0196659869980067,22.0,231.0,1,512
183,0.019743744982406497,22.0,232.0,1,512
184,0.019831880985293537,22.0,234.0,1,512
185,0.019910225993953645,22.0,235.0,1,512
186,0.019999648007797077,22.0,237.0,1,512
187,0.02007832398521714,22.0,238.0,1,512
188,0.020157300983555615,22.0,239.0,1,512
189,0.02023605798603967,22.0,240.0,1,512
190,0.02031524700578302,22.0,241.0,1,512
191,0.020394705003127456,22.0,242.0,1,512
192,0.02047448998200707,22.0,243.0,1,512
193,0.020553962007397786,22.0,244.0,1,512
194,0.02063421398634091,22.0,245.0,1,512
195,0.020714254002086818,22.0,246.0,1,512
196,0.02079478799714707,22.0,247.0,1,512
197,0.020875421003438532,22.0,248.0,1,512
198,0.020956296008080244,22.0,249.0,1,512
199,0.021037155005615205,22.0,250.0,1,512
200,0.021129084983840585,22.0,252.0,1,512
201,0.02121232499484904,22.0,253.0,1,512
202,0.021294554986525327,22.0,254.0,1,512
203,0.021377097989898175,22.0,255.0,1,512
204,0.021460082003613934,22.0,256.0,1,512
205,0.021543145994655788,22.0,257.0,1,512
206,0.02162608999060467,22.0,258.0,1,512
207,0.021709289983846247,22.0,259.0,1,512
208,0.021792118001030758,22.0,260.0,1,512
209,0.021875867998460308,22.0,261.0,1,512
210,0.02195929898880422,22.0,262.0,1,512
211,0.02204356898437254,22.0,263.0,1,512
212,0.022128580982098356,22.0,264.0,1,512
213,0.022213980002561584,22.0,265.0,1,512
214,0.02230801701080054,22.0,266.0,1,512
215,0.02239706600084901,22.0,267.0,1,512
216,0.022494078992167488,22.0,269.0,1,512
217,0.022581155004445463,22.0,270.0,1,512
218,0.0226680540072266,22.0,271.0,1,512
219,0.0227547179965768,22.0,272.0,1,512
220,0.02284138899995014,22.0,273.0,1,512
221,0.022928235994186252,22.0,274.0,1,512
222,0.02301434299442917,22.0,275.0,1,512
223,0.023101709986804053,22.0,276.0,1,512
224,0.023189931001979858,22.0,277.0,1,512
225,0.02327728900127113,22.0,278.0,1,512
226,0.023364780005067587,22.0,279.0,1,512
227,0.02345302898902446,22.0,280.0,1,512
228,0.02354103999095969,22.0,281.0,1,512
229,0.02362982599879615,22.0,282.0,1,512
230,0.023717970005236566,22.0,283.0,1,512
231,0.023806523997336626,22.0,284.0,1,512
232,0.023895182996056974,22.0,285.0,1,512
233,0.02398567699128762,22.0,286.0,1,512
234,0.024074768007267267,22.0,287.0,1,512
235,0.024163872993085533,22.0,288.0,1,512
236,0.02426356601063162,22.0,290.0,1,512
237,0.02435393800260499,22.0,291.0,1,512
238,0.024444852984743193,22.0,292.0,1,512
239,0.024536081007681787,22.0,293.0,1,512
240,0.02462720000767149,22.0,294.0,1,512
241,0.024728807009523734,22.0,296.0,1,512
242,0.02482056399458088,22.0,297.0,1,512
243,0.024912549008149654,22.0,298.0,1,512
244,0.025005155010148883,22.0,299.0,1,512
245,0.025097401987295598,22.0,300.0,1,512
246,0.025190487009240314,22.0,301.0,1,512
247,0.02528368099592626,22.0,302.0,1,512
248,0.025386770983459428,22.0,304.0,1,512
249,0.0254803889838513,22.0,305.0,1,512
250,0.025584540009731427,22.0,307.0,1,512
251,0.025678821984911337,22.0,308.0,1,512
252,0.025772795983357355,22.0,309.0,1,512
253,0.025867404008749872,22.0,310.0,1,512
254,0.025962721003452316,22.0,311.0,1,512
255,0.026057859999127686,22.0,312.0,1,512
256,0.026153040991630405,22.0,313.0,1,512
257,0.027633544988930225,22.0,314.0,1,512
258,0.02775259400368668,22.0,316.0,1,512
259,0.027852811006596312,22.0,317.0,1,512
260,0.027951280993875116,22.0,318.0,1,512
261,0.02804917999310419,22.0,319.0,1,512
262,0.028146208001999184,22.0,320.0,1,512
263,0.028243515989743173,22.0,321.0,1,512
264,0.02835124800913036,22.0,323.0,1,512
265,0.028449076984543353,22.0,324.0,1,512
266,0.02854690098320134,22.0,325.0,1,512
267,0.028652092994889244,24.0,327.0,1,512
268,0.02875006099930033,24.0,328.0,1,512
269,0.02884972799802199,24.0,329.0,1,512
270,0.028948663995834067,24.0,330.0,1,512
271,0.029047933989204466,24.0,331.0,1,512
272,0.029147308989195153,24.0,332.0,1,512
273,0.029246699006762356,24.0,333.0,1,512
274,0.029345852992264554,24.0,334.0,1,512
275,0.0294455969997216,24.0,335.0,1,512
276,0.02954592098831199,24.0,336.0,1,512
277,0.029646805982338265,24.0,337.0,1,512
278,0.029747233988018706,24.0,338.0,1,512
279,0.029864368989365175,24.0,339.0,1,512
280,0.030017003999091685,24.0,340.0,1,512
281,0.030147470999509096,24.0,341.0,1,512
282,0.030255046993261203,24.0,342.0,1,512
283,0.030367600003955886,24.0,343.0,1,512
284,0.030471256002783775,24.0,344.0,1,512
285,0.030573806987376884,24.0,345.0,1,512
286,0.030677706003189087,24.0,346.0,1,512
287,0.030780411994783208,24.0,347.0,1,512
288,0.03088441098225303,24.0,348.0,1,512
289,0.030988512007752433,24.0,349.0,1,512
290,0.031092454999452457,24.0,350.0,1,512
291,0.031196728989016265,24.0,351.0,1,512
292,0.03130095900269225,24.0,352.0,1,512
293,0.03140555100981146,24.0,353.0,1,512
294,0.031510245986282825,24.0,354.0,1,512
295,0.031614326988346875,24.0,355.0,1,512
296,0.031719824008177966,24.0,356.0,1,512
297,0.03182607700000517,24.0,357.0,1,512
298,0.031931420002365485,24.0,358.0,1,512
299,0.03203700200538151,24.0,359.0,1,512
300,0.03214264099369757,24.0,360.0,1,512
301,0.03224873699946329,24.0,361.0,1,512
302,0.03235532299731858,24.0,362.0,1,512
303,0.03246206900803372,24.0,363.0,1,512
304,0.03256972201052122,24.0,364.0,1,512
305,0.03267814399441704,24.0,365.0,1,512
306,0.03279001300688833,24.0,366.0,1,512
307,0.03289847300038673,24.0,367.0,1,512
308,0.0330063319997862,24.0,368.0,1,512
309,0.03311624299385585,24.0,369.0,1,512
310,0.033226011000806466,24.0,370.0,1,512
311,0.03333524501067586,24.0,371.0,1,512
312,0.03345799699309282,24.0,372.0,1,512
313,0.03359068598365411,24.0,373.0,1,512
314,0.033703685010550544,24.0,374.0,1,512
315,0.03381376899778843,24.0,375.0,1,512
316,0.03392496399465017,24.0,376.0,1,512
317,0.034036046999972314,24.0,377.0,1,512
318,0.034146952006267384,24.0,378.0,1,512
319,0.034257608000189066,24.0,379.0,1,512
320,0.034376488998532295,24.0,380.0,1,512
321,0.034488981997128576,24.0,381.0,1,512
322,0.03460067600826733,24.0,382.0,1,512
323,0.034713414002908394,24.0,383.0,1,512
324,0.03484006700455211,24.0,384.0,1,512
325,0.03495528700295836,24.0,385.0,1,512
326,0.035078790999250486,24.0,386.0,1,512
327,0.03519793099258095,24.0,387.0,1,512
328,0.0353583520045504,24.0,388.0,1,512
329,0.03556218699668534,24.0,389.0,1,512
330,0.03568909098976292,24.0,390.0,1,512
331,0.035805538995191455,24.0,391.0,1,512
332,0.03592114700586535,24.0,392.0,1,512
333,0.03603658700012602,24.0,393.0,1,512
334,0.036152577988104895,24.0,394.0,1,512
335,0.036268581985495985,24.0,395.0,1,512
336,0.03638415498426184,24.0,396.0,1,512
337,0.036500700982287526,24.0,397.0,1,512
338,0.03661645500687882,24.0,398.0,1,512
339,0.036732679000124335,24.0,399.0,1,512
340,0.0368491469998844,24.0,400.0,1,512
341,0.036966051993658766,24.0,401.0,1,512
342,0.037082883005496114,24.0,402.0,1,512
343,0.03720011698896997,24.0,403.0,1,512
344,0.0373170230013784,24.0,404.0,1,512
345,0.037437133985804394,24.0,405.0,1,512
346,0.03755533500225283,24.0,406.0,1,512
347,0.03767358700861223,24.0,407.0,1,512
348,0.03779152099741623,24.0,408.0,1,512
349,0.03791066398844123,24.0,409.0,1,512
350,0.03802984699723311,24.0,410.0,1,512
351,0.03814941499149427,24.0,411.0,1,512
352,0.03827791698859073,24.0,412.0,1,512
353,0.03840277000563219,24.0,413.0,1,512
354,0.038522977993125096,24.0,414.0,1,512
355,0.03864311400684528,24.0,415.0,1,512
356,0.03876304600271396,24.0,416.0,1,512
357,0.038884020992554724,24.0,417.0,1,512
358,0.03900417598197237,24.0,418.0,1,512
359,0.039125493000028655,24.0,419.0,1,512
360,0.039246637985343114,24.0,420.0,1,512
361,0.03936750499997288,24.0,421.0,1,512
362,0.039488673995947465,24.0,422.0,1,512
363,0.039611026004422456,24.0,423.0,1,512
364,0.0397327340033371,24.0,424.0,1,512
365,0.03985539200948551,24.0,425.0,1,512
366,0.03997863701079041,24.0,426.0,1,512
367,0.04010209901025519,24.0,427.0,1,512
368,0.04022645199438557,24.0,428.0,1,512
369,0.04034997898270376,24.0,429.0,1,512
370,0.04047326298314147,24.0,430.0,1,512
371,0.040598193008918315,24.0,431.0,1,512
372,0.04072371398797259,24.0,432.0,1,512
373,0.04084901401074603,24.0,433.0,1,512
374,0.04097402098705061,24.0,434.0,1,512
375,0.041098963003605604,24.0,435.0,1,512
376,0.04122474600444548,24.0,436.0,1,512
377,0.04134937300113961,24.0,437.0,1,512
378,0.04147587498300709,24.0,438.0,1,512
379,0.04160222798236646,24.0,439.0,1,512
380,0.04172770999139175,24.0,440.0,1,512
381,0.04185377000248991,24.0,441.0,1,512
382,0.04197983900667168,24.0,442.0,1,512
383,0.04210686098667793,24.0,443.0,1,512
384,0.04223531999741681,24.0,444.0,1,512
385,0.04237199400085956,24.0,445.0,1,512
386,0.042503253993345425,24.0,446.0,1,512
387,0.0426319669932127,24.0,447.0,1,512
388,0.04275993900955655,24.0,448.0,1,512
389,0.042888057010713965,24.0,449.0,1,512
390,0.043016771000111476,24.0,450.0,1,512
391,0.04314593700109981,24.0,451.0,1,512
392,0.04327479499625042,24.0,452.0,1,512
393,0.04342190799070522,24.0,453.0,1,512
394,0.043621062010060996,24.0,454.0,1,512
395,0.04377797699999064,24.0,455.0,1,512
396,0.043911491986364126,24.0,456.0,1,512
397,0.04404349499964155,24.0,457.0,1,512
398,0.044175051007186994,24.0,458.0,1,512
399,0.04430665500694886,24.0,459.0,1,512
400,0.044439071003580466,24.0,460.0,1,512
401,0.044571884005563334,24.0,461.0,1,512
402,0.044704297004500404,24.0,462.0,1,512
403,0.044836529006715864,24.0,463.0,1,512
404,0.04496962498524226,24.0,464.0,1,512
405,0.04510179199860431,24.0,465.0,1,512
406,0.04523481000796892,24.0,466.0,1,512
407,0.045367665006779134,24.0,467.0,1,512
408,0.04550104198278859,24.0,468.0,1,512
409,0.04563444899395108,24.0,469.0,1,512
410,0.045768509997287765,24.0,470.0,1,512
411,0.04590234500938095,24.0,471.0,1,512
412,0.04604822600958869,24.0,472.0,1,512
413,0.04619111999636516,24.0,473.0,1,512
414,0.046344900998519734,24.0,474.0,1,512
415,0.04650525900069624,24.0,475.0,1,512
416,0.04664765199413523,24.0,476.0,1,512
417,0.04678387800231576,24.0,477.0,1,512
418,0.046920777997002006,24.0,478.0,1,512
419,0.047058780008228496,24.0,479.0,1,512
420,0.047194832004606724,24.0,480.0,1,512
421,0.04733265200047754,24.0,481.0,1,512
422,0.0474693629948888,24.0,482.0,1,512
423,0.047605412983102724,24.0,483.0,1,512
424,0.04774268000619486,24.0,484.0,1,512
425,0.0478800619894173,24.0,485.0,1,512
426,0.048016968998126686,24.0,486.0,1,512
427,0.048154297983273864,24.0,487.0,1,512
428,0.048291968007106334,24.0,488.0,1,512
429,0.04843023099238053,24.0,489.0,1,512
430,0.04857181300758384,24.0,490.0,1,512
431,0.04871169399120845,24.0,491.0,1,512
432,0.04885045700939372,24.0,492.0,1,512
433,0.04898944401065819,24.0,493.0,1,512
434,0.04912830799003132,24.0,494.0,1,512
435,0.04926887000328861,24.0,495.0,1,512
436,0.049408146005589515,24.0,496.0,1,512
437,0.049548977985978127,24.0,497.0,1,512
438,0.049690015002852306,24.0,498.0,1,512
439,0.04983142699347809,24.0,499.0,1,512
440,0.04997313898638822,24.0,500.0,1,512
441,0.05011511198244989,24.0,501.0,1,512
442,0.050257530994713306,24.0,502.0,1,512
443,0.050412304990459234,24.0,503.0,1,512
444,0.05055800100672059,24.0,504.0,1,512
445,0.05070314698969014,24.0,505.0,1,512
446,0.05084673300734721,24.0,506.0,1,512
447,0.050991722993785515,24.0,507.0,1,512
448,0.051170999999158084,24.0,508.0,1,512
449,0.051365850988077,24.0,509.0,1,512
450,0.051528254989534616,24.0,510.0,1,512
451,0.051677037990884855,24.0,511.0,1,512
452,0.051832580007612705,24.0,512.0,1,512
453,0.052003810997121036,24.0,513.0,1,512
454,0.05222695699194446,24.0,514.0,1,512
455,0.05241412398754619,24.0,515.0,1,512
456,0.052568079001503065,24.0,516.0,1,512
457,0.052717698010383174,24.0,517.0,1,512
458,0.05286509299185127,24.0,518.0,1,512
459,0.053012732008937746,24.0,519.0,1,512
460,0.05316092798602767,24.0,520.0,1,512
461,0.05330740500357933,24.0,521.0,1,512
462,0.05345454899361357,24.0,522.0,1,512
463,0.05360174298402853,24.0,523.0,1,512
464,0.05374916098662652,24.0,524.0,1,512
465,0.05389672800083645,24.0,525.0,1,512
466,0.05404432999785058,24.0,526.0,1,512
467,0.05419198199524544,24.0,527.0,1,512
468,0.05434904000139795,24.0,528.0,1,512
469,0.05449990299530327,24.0,529.0,1,512
470,0.05464906198903918,24.0,530.0,1,512
471,0.054798441007733345,24.0,531.0,1,512
472,0.05494748498313129,24.0,532.0,1,512
473,0.05509809698560275,24.0,533.0,1,512
474,0.055247429001610726,24.0,534.0,1,512
475,0.05539729699376039,24.0,535.0,1,512
476,0.05554872198263183,24.0,536.0,1,512
477,0.055699094984447584,24.0,537.0,1,512
478,0.05584990599891171,24.0,538.0,1,512
479,0.05599972099298611,24.0,539.0,1,512
480,0.056150294985855,24.0,540.0,1,512
481,0.05630126901087351,24.0,541.0,1,512
482,0.05645248500513844,24.0,542.0,1,512
483,0.056604238983709365,24.0,543.0,1,512
484,0.05675679398700595,24.0,544.0,1,512
485,0.056908516999101266,24.0,545.0,1,512
486,0.05709282399038784,24.0,546.0,1,512
487,0.05730556001071818,24.0,547.0,1,512
488,0.05747228499967605,24.0,548.0,1,512
489,0.05762760198558681,24.0,549.0,1,512
490,0.05778330398607068,24.0,550.0,1,512
491,0.05793846899177879,24.0,551.0,1,512
492,0.058093491999898106,24.0,552.0,1,512
493,0.058248184010153636,24.0,553.0,1,512
494,0.058413049002410844,24.0,554.0,1,512
495,0.058569885994074866,24.0,555.0,1,512
496,0.05872629300574772,24.0,556.0,1,512
497,0.058881706005195156,24.0,557.0,1,512
498,0.05903808498987928,24.0,558.0,1,512
499,0.05919376199017279,24.0,559.0,1,512
500,0.05935019601020031,24.0,560.0,1,512
501,0.05951887299306691,24.0,561.0,1,512
502,0.05967738400795497,24.0,562.0,1,512
503,0.05983524300972931,24.0,563.0,1,512
504,0.05999212499591522,24.0,564.0,1,512
505,0.06014991700067185,24.0,565.0,1,512
506,0.06030834899866022,24.0,566.0,1,512
507,0.060466472001280636,24.0,567.0,1,512
508,0.0606241229979787,24.0,568.0,1,512
509,0.060783093998907134,24.0,569.0,1,512
510,0.06094189200666733,24.0,570.0,1,512
511,0.06109976299921982,24.0,571.0,1,512
512,0.06125902399071492,24.0,572.0,1,512
0,9.1658002929762e-05,10.0,0.0,10,512
1,0.0011065950093325227,10.0,2.0,10,512
2,0.0022370379883795977,10.0,4.0,10,512
3,0.003327054000692442,12.0,6.0,10,512
4,0.0033791580062825233,14.0,8.0,10,512
5,0.004310774995246902,16.0,10.0,10,512
6,0.004361789004178718,18.0,12.0,10,512
7,0.004402138001751155,16.0,14.0,10,512
8,0.004437360999872908,14.0,16.0,10,512
9,0.005333401000825688,12.0,18.0,10,512
10,0.005378147994633764,10.0,20.0,10,512
11,0.005423719994723797,12.0,22.0,10,512
12,0.005460221000248566,10.0,24.0,10,512
13,0.0054957020038273185,8.0,26.0,10,512
14,0.005540913000004366,10.0,28.0,10,512
15,0.005600162985501811,10.0,29.0,10,512
16,0.005638701986754313,10.0,31.0,10,512
17,0.006724657985614613,10.0,33.0,10,512
18,0.006773461005650461,12.0,35.0,10,512
19,0.006814121006755158,13.0,37.0,10,512
20,0.006862621987238526,12.0,39.0,10,512
21,0.006909836985869333,10.0,41.0,10,512
22,0.0069465209962800145,12.0,43.0,10,512
23,0.006983778002904728,10.0,45.0,10,512
24,0.007020782999461517,10.0,47.0,10,512
25,0.007065170007990673,8.0,49.0,10,512
26,0.007102492003468797,8.0,51.0,10,512
27,0.00715035799657926,7.0,53.0,10,512
28,0.007195309008238837,7.0,55.0,10,512
29,0.007233395997900516,8.0,57.0,10,512
30,0.007282317004865035,10.0,59.0,10,512
31,0.007320623000850901,10.0,61.0,10,512
32,0.007359829003689811,10.0,62.0,10,512
33,0.008282269991468638,10.0,64.0,10,512
34,0.008344579982804134,10.0,66.0,10,512
35,0.00838923899573274,10.0,68.0,10,512
36,0.008441524987574667,10.0,70.0,10,512
37,0.00848289899295196,10.0,72.0,10,512
38,0.008530885999789461,12.0,74.0,10,512
39,0.008571537997340783,12.0,76.0,10,512
40,0.00862284901086241,14.0,78.0,10,512
41,0.008664708002470434,13.0,80.0,10,512
42,0.008706136984983459,13.0,82.0,10,512
43,0.008758104988373816,14.0,84.0,10,512
44,0.008799579984042794,14.0,86.0,10,512
45,0.008841995993861929,14.0,88.0,10,512
46,0.00888471698272042,14.0,90.0,10,512
47,0.008927549002692103,14.0,92.0,10,512
48,0.008970755006885156,16.0,94.0,10,512
49,0.009014053997816518,17.0,96.0,10,512
50,0.009067407983820885,17.0,98.0,10,512
51,0.00912130600772798,15.0,100.0,10,512
52,0.009165627008769661,13.0,102.0,10,512
53,0.009210333984810859,15.0,104.0,10,512
54,0.009255060984287411,17.0,106.0,10,512
55,0.009300009987782687,15.0,108.0,10,512
56,0.009344914986286312,13.0,110.0,10,512
57,0.009389832004671916,11.0,112.0,10,512
58,0.009445514995604753,11.0,114.0,10,512
59,0.009491503005847335,11.0,116.0,10,512
60,0.009548456990160048,13.0,118.0,10,512
61,0.009604516992112622,13.0,120.0,10,512
62,0.009651339001720771,14.0,122.0,10,512
63,0.009697889996459708,14.0,124.0,10,512
64,0.009755037986906245,14.0,126.0,10,512
65,0.010766122984932736,14.0,128.0,10,512
66,0.010826320009073243,12.0,130.0,10,512
67,0.010890453995671123,12.0,132.0,10,512
68,0.010951395990559831,12.0,134.0,10,512
69,0.011000937985954806,12.0,136.0,10,512
70,0.011050634988350794,12.0,138.0,10,512
71,0.011100475006969646,12.0,140.0,10,512
72,0.011150384991196916,12.0,141.0,10,512
73,0.011210463009774685,12.0,143.0,10,512
74,0.011260775005212054,14.0,145.0,10,512
75,0.011311751004541293,13.0,147.0,10,512
76,0.011362727003870532,11.0,149.0,10,512
77,0.011415405984735116,12.0,151.0,10,512
78,0.011467025993624702,12.0,153.0,10,512
79,0.011518276005517691,10.0,155.0,10,512
80,0.0115694819833152,10.0,157.0,10,512
81,0.011621109995758161,10.0,159.0,10,512
82,0.011673147993860766,8.0,161.0,10,512
83,0.011735743988538161,10.0,163.0,10,512
84,0.01178839398198761,10.0,165.0,10,512
85,0.01184176400420256,12.0,167.0,10,512
86,0.011895264993654564,10.0,169.0,10,512
87,0.011948664992814884,11.0,171.0,10,512
88,0.012002012983430177,11.0,173.0,10,512
89,0.012055689003318548,11.0,174.0,10,512
90,0.012109620001865551,13.0,176.0,10,512
91,0.012173441995400935,13.0,178.0,10,512
